title,link
(여자)아이들((G)I-DLE) - 'Nxde' Stage Cam @ KOREA NATIONAL SPORT UNIVERSITY,https://www.youtube.com/watch?v=RI-rPp75kCg
(여자)아이들((G)I-DLE) - I-TALK #106 : 'Nxde' 뮤비 촬영 현장 비하인드 Part 2 (ENG/CHN),https://www.youtube.com/watch?v=KnUzX0m2sHo
(여자)아이들((G)I-DLE) - 'Nxde' (Choreography Practice Video) Behind the scenes (ENG/CHN),https://www.youtube.com/watch?v=7ZJwXaL8mD4
(여자)아이들((G)I-DLE) - 'Nxde' (Choreography Practice Video),https://www.youtube.com/watch?v=R9UsmrVEWYY
(여자)아이들((G)I-DLE) - I-TALK #105 : 'Nxde' 뮤비 촬영 현장 비하인드 Part 1 (ENG/CHN),https://www.youtube.com/watch?v=b8pFGiXiTjY
(여자)아이들((G)I-DLE) - 2022 (G)I-DLE WORLD TOUR [JUST ME ( )I-DLE] 비하인드 EP.7 (ENG/CHN),https://www.youtube.com/watch?v=9f1iFCxhc4U
"(여자)아이들((G)I-DLE) - I-TALK #104 : ""I love"" 재킷 촬영 현장 비하인드 (ENG/CHN)",https://www.youtube.com/watch?v=Tw7ynjk6rVc
(여자)아이들((G)I-DLE) - 'Nxde' X-LOVE SHOW Ver.,https://www.youtube.com/watch?v=uPU1l6fBEEQ
(여자)아이들((G)I-DLE) - 5th Mini Album [I love] X-LOVE SHOW,https://www.youtube.com/watch?v=a5MB1tkHMlE
(여자)아이들((G)I-DLE) - 'Nxde' 응원법,https://www.youtube.com/watch?v=WjCYHBcNS08
(여자)아이들((G)I-DLE) - 'Nxde' Official Music Video,https://www.youtube.com/watch?v=fCO7f0SmrDc
(여자)아이들((G)I-DLE) - 'Nxde' M/V Teaser 2,https://www.youtube.com/watch?v=taGjyi9M0i0
(여자)아이들((G)I-DLE) - 'Nxde' M/V Teaser 1,https://www.youtube.com/watch?v=hZf4w5d1T34
"(여자)아이들((G)I-DLE) - 5th Mini Album ""I love"" Interview",https://www.youtube.com/watch?v=jcKhzuNhvFQ
(여자)아이들((G)I-DLE) - X-FILE VIDEO,https://www.youtube.com/watch?v=T91NIKVhn_4
"(여자)아이들((G)I-DLE) - 5th Mini Album ""I love"" Audio Snippet",https://www.youtube.com/watch?v=qEWfUqSxmSY
(여자)아이들((G)I-DLE) - 'TOMBOY' Stage Cam @ INCHEON NATIONAL UNIVERSITY,https://www.youtube.com/watch?v=Fs8ILBls_2Y
(여자)아이들((G)I-DLE) - 'LATATA' Stage Cam @ INCHEON NATIONAL UNIVERSITY,https://www.youtube.com/watch?v=9Y8oSiV1FNM
(여자)아이들((G)I-DLE) - 'MY BAG' Stage Cam @ MYONGJI UNIVERSITY,https://www.youtube.com/watch?v=0IJcKyjy7P0
(여자)아이들((G)I-DLE) - 'POP/STARS' Stage Cam @ MYONGJI UNIVERSITY,https://www.youtube.com/watch?v=xSKVz1QshaM
(여자)아이들((G)I-DLE) - 'LION' Stage Cam @ MYONGJI UNIVERSITY,https://www.youtube.com/watch?v=bzXXG9VaULI
(여자)아이들((G)I-DLE) - 2022 (G)I-DLE WORLD TOUR [JUST ME ( )I-DLE] 비하인드 EP.6 (ENG/CHN),https://www.youtube.com/watch?v=9NGWQcgQHOI
(여자)아이들((G)I-DLE) - 'TOMBOY' Stage Cam @ KANGNAM UNIVERSITY,https://www.youtube.com/watch?v=v3XUlKoQIZQ
(여자)아이들((G)I-DLE) - 5th Mini Album [I love] Sketch Film,https://www.youtube.com/watch?v=q3dPS1a1pm8
(여자)아이들((G)I-DLE) - I-LOG #11 HAPPY DAY IN BANGKOK 🥰 (ENG/CHN),https://www.youtube.com/watch?v=JHrzlRFbnns
(여자)아이들((G)I-DLE) - 2022 (G)I-DLE WORLD TOUR [JUST ME ( )I-DLE] 비하인드 EP.5 (ENG/CHN),https://www.youtube.com/watch?v=3Rcj4NmkRWw
우기 of (여자)아이들 (YUQI of (G)I-DLE) - 'Beggin’ / Måneskin' (Cover),https://www.youtube.com/watch?v=xDBvRbiy9aI
(여자)아이들((G)I-DLE) - 5th Mini Album [I love] Spoiler Teaser,https://www.youtube.com/watch?v=cVvLMuzeXs4
(여자)아이들((G)I-DLE) - I-LOG #10 (여자)아이들이 LA에 왔슈 🌍 | 가이드 슈슈 🚩 (ENG/CHN),https://www.youtube.com/watch?v=TTRQ3HtUVas
(여자)아이들((G)I-DLE) - 2022 (G)I-DLE WORLD TOUR [JUST ME ( )I-DLE] 비하인드 EP.4 (ENG/CHN),https://www.youtube.com/watch?v=klm3ZO0VxVE
(여자)아이들((G)I-DLE) - I-LOG #9 소연이의 FIFA 촬영 현장 ⚽ | TMI 대방출 🎁 (ENG/CHN),https://www.youtube.com/watch?v=FUKPxRSNI7w
